accession,domain,family,genome_type,host,isolate,order,size,subfamily,subgenome_type,topology,virus
NC_020856,Viruses,,unclassified DNA viruses,Sulfitobacter sp. CB2047,,,40931,,unclassified dsDNA phages,circular,Sulfitobacter phage pCB2047-C
NC_024392,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,66676,,Homburgvirus,circular,Listeria phage LP-114
NC_024391,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,41941,,unclassified Phietavirus,circular,Staphylococcus phage DW2
NC_024390,Viruses,Siphoviridae,Caudovirales,Leuconostoc pseudomesenteroides LN02,,,26752,,Limdunavirus,linear,Leuconostoc phage phiLN03
NC_024389,Viruses,Siphoviridae,Caudovirales,Leuconostoc mesenteroides LN05,,,28336,,unclassified Unaquatrovirus,linear,Leuconostoc phage phiLNTR2
NC_024388,Viruses,Siphoviridae,Caudovirales,Leuconostoc mesenteroides LN05,,,28022,,Unaquatrovirus,linear,Leuconostoc phage phiLN34
NC_024387,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,43767,,unclassified Psavirus,linear,Listeria phage LP-101
NC_024386,Viruses,Siphoviridae,Caudovirales,Leuconostoc mesenteroides LN25,,,28427,,Unaquatrovirus,linear,Leuconostoc phage phiLN25
NC_024385,Viruses,Siphoviridae,Caudovirales,Leuconostoc pseudomesenteroides LN02,,,28193,,Limdunavirus,linear,Leuconostoc phage phiLN12
NC_024384,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,41156,,,linear,Listeria phage LP-030-3
NC_024380,Viruses,Siphoviridae,Caudovirales,Leuconostoc pseudomesenteroides LN02,,,25740,,Limdunavirus,linear,Leuconostoc phage phiLN6B
NC_024379,Viruses,Podoviridae,Caudovirales,Escherichia coli O153,PE3-1,,39093,,Teseptimavirus,linear,Escherichia phage PE3-1
NC_024378,Viruses,Siphoviridae,Caudovirales,Leuconostoc mesenteroides LN05,,,28015,,Unaquatrovirus,linear,Leuconostoc phage phiLNTR3
NC_024375,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,67150,,Homburgvirus,circular,Listeria phage LP-026
NC_024371,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,68386,,unclassified Barnyardvirus,linear,Mycobacterium phage Damien
NC_024367,Viruses,Podoviridae,Caudovirales,Dinoroseobacter shibae DFL12,,,75028,,Baltimorevirus,linear,Dinoroseobacter phage DFL12phi1
NC_024362,Viruses,Podoviridae,Caudovirales,Pseudomonas syringae pv. actinidiae,,,40472,,Teseptimavirus,linear,Pseudomonas phage phiPSA2
NC_024358,Viruses,Podoviridae,Caudovirales,Anabaena variabilis,,,41750,,,linear,Anabaena phage A-4L
NC_024356,Viruses,Siphoviridae,Caudovirales,Enterococcus faecium,,,42597,,unclassified Efquatrovirus,linear,Enterococcus phage IME-EFm1
NC_024355,Viruses,Siphoviridae,Caudovirales,Homo sapiens,,,93794,,Sextaecvirus,linear,Staphylococcus phage 6ec
NC_024354,Viruses,Myoviridae,Caudovirales,Cronobacter sakazakii ATCC 29544,,,149162,,Certrevirus,linear,Cronobacter phage CR8
NC_024370,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae isolate 9908+13028,,,39965,,,linear,Streptococcus phage IC1
NC_024365,Viruses,Siphoviridae,Caudovirales,Pseudomonas syringae,,,51090,,,linear,Pseudomonas phage phiPSA1
NC_024361,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae isolate DCC1738,,,38392,,,linear,Streptococcus phage DCC1738
NC_024357,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae isolate K13-810,,,39360,,,linear,Streptococcus phage K13
NC_024330,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,37380,,unclassified Casadabanvirus,linear,Pseudomonas phage JD024
NC_023863,Viruses,Podoviridae,Caudovirales,Vibrio anguillarum PF4,,,66316,,,linear,Vibrio phage CHOED
NC_023558,Viruses,Podoviridae,Caudovirales,Cronobacter turicensis DNV1,,,38966,,Teseptimavirus,linear,Cronobacter phage Dev2
NC_023595,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis,,,41687,,Enterococcus virus EF3,circular,Enterococcus phage IME_EF3
NC_024217,Viruses,,Caudovirales,Nitrincola sp. M3-16,,,82438,,,circular,Nitrincola phage 1M3-16
NC_024215,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,54452,,,linear,Lactococcus phage P078
NC_024214,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,55584,,,linear,Lactococcus phage P162
NC_024209,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,67383,,Hawkeyevirus,linear,Mycobacterium phage Hawkeye
NC_024208,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,54173,,,linear,Lactococcus phage P118
NC_024203,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,53513,,,linear,Lactococcus phage P092
NC_024212,Viruses,Siphoviridae,Caudovirales,Enterococcus faecalis 8413,,,55726,,Saphexavirus,linear,Enterococcus phage VD13
NC_024204,Viruses,Siphoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Enteritidis,,,42764,,unclassified Jerseyvirus,linear,Salmonella phage vB_SenS-Ent3
NC_024149,Viruses,Podoviridae,Caudovirales,Lactococcus garvieae,WP-2,,18899,,unclassified Picovirinae,linear,Lactoccocus phage WP-2
NC_024146,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,56702,,Nonagvirus,linear,Enterobacteria phage 9g
NC_024140,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,72028,,Litunavirus,linear,Pseudomonas phage vB_PaeP_C2-10_Ab09
NC_024139,Viruses,Siphoviridae,Caudovirales,Escherichia coli O157:H7,,,108483,,Tequintavirus,linear,Escherichia phage vB_EcoS_FFH1
NC_024138,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,65243,,Marvinvirus,linear,Mycobacterium phage MosMoris
NC_024135,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,42392,,Bernalvirus,linear,Mycobacterium phage Bernal13
NC_024134,Viruses,Myoviridae,Caudovirales,Escherichia coli O157:H7,,,139020,,Vequintavirus,linear,Escherichia phage FFH2
NC_024121,Viruses,Myoviridae,Caudovirales,Serratia marcescens,,,167266,,unclassified Tevenvirinae,linear,Serratia phage PS2
NC_024123,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,64113,,Kochitakasuvirus,circular,Pseudomonas phage KPP25
NC_021342,Viruses,Myoviridae,Caudovirales,Edwardsiella ictaluri,,,43378,,Yokohamavirus,linear,Edwardsiella phage PEi21
NC_022980,Viruses,Myoviridae,Caudovirales,Brevibacillus laterosporus,,,45798,,Abouovirus,linear,Brevibacillus phage Davies
NC_022774,Viruses,Siphoviridae,Caudovirales,Bacillus megaterium Km,,,80382,,Slashvirus,linear,Bacillus phage Slash
NC_022768,Viruses,Myoviridae,Caudovirales,Salmonella typhimurium,,,154701,,Viunavirus,linear,Salmonella phage Maynard
NC_022972,Viruses,Siphoviridae,Caudovirales,Arthrobacter sp.,,,37372,,,linear,Arthrobacter phage vB_ArS-ArV2
NC_023865,Viruses,Myoviridae,Caudovirales,Pectobacterium carotovorum subsp. carotovorum,,,55098,,,linear,Pectobacterium phage PM1
NC_023859,Viruses,Siphoviridae,Caudovirales,Microbacterium oxydans,,,59254,,,linear,Microbacterium phage vB_MoxS-ISF9
NC_023743,Viruses,Siphoviridae,Caudovirales,Escherichia coli CFT073,,,47180,,Rogunavirus,linear,Escherichia phage EB49
NC_023737,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,155586,,Bixzunavirus,linear,Mycobacterium phage Pleione
NC_023736,Viruses,Podoviridae,Caudovirales,Ralstonia solanacearum,,,40411,,unclassified Autographivirinae,linear,Ralstonia phage RSB2
NC_023735,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,76797,,Pepyhexavirus,linear,Rhodococcus phage ReqiPepy6
NC_023734,Viruses,Siphoviridae,Caudovirales,Psychrobacter sp. MV2,,,35725,,,linear,Psychrobacter phage Psymv2
NC_023733,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,154573,,Bixzunavirus,linear,Mycobacterium phage MoMoMixon
NC_023725,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,156646,,Bixzunavirus,linear,Mycobacterium phage Nappy
NC_023722,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,59231,,,linear,Rhodococcus phage ReqiPine5
NC_023719,Viruses,Myoviridae,Caudovirales,Bacillus megaterium str. ATCC 43725,,,497513,,,linear,Bacillus virus G
NC_023717,Viruses,Myoviridae,Caudovirales,Cronobacter sakazakii,,,151924,,Certrevirus,linear,Cronobacter phage CR9
NC_023715,Viruses,Podoviridae,Caudovirales,Yersinia pestis,,,38616,,Teseptimavirus,linear,Yersinia phage Yep-phi
NC_023714,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,153882,,Bixzunavirus,linear,Mycobacterium phage LinStu
NC_023706,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,75772,,,linear,Rhodococcus phage ReqiDocB7
NC_023700,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,34553,,Casadabanvirus,linear,Pseudomonas virus PA1KOR
NC_023698,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,54470,,Cheoctovirus,linear,Mycobacterium virus Avani
NC_023697,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,48420,,Brujitavirus,linear,Mycobacterium virus Babsiella
NC_023696,Viruses,Myoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,157568,,Bixzunavirus,linear,Mycobacterium phage Dandelion
NC_023694,Viruses,Siphoviridae,Caudovirales,Rhodococcus equi,,,78064,,Pepyhexavirus,linear,Rhodococcus phage ReqiPoco6
NC_023691,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,70506,,Patiencevirus,linear,Mycobacterium phage Patience
NC_023688,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,222006,,unclassified Tevenvirinae,linear,Aeromonas phage PX29
NC_020862,Viruses,Podoviridae,Caudovirales,Sulfitobacter sp. CB2047,,,74485,,unclassified Baltimorevirus,linear,Sulfitobacter phage phiCB2047-B
NC_023614,Viruses,Siphoviridae,Caudovirales,Croceibacter atlanticus HTCC2559,,,43153,,,circular,Croceibacter phage P2559Y
NC_023612,Viruses,Siphoviridae,Caudovirales,Geobacillus kaustophilus ATCC 8005,GBK2,,39078,,,circular,Geobacillus phage GBK2
NC_023605,Viruses,Podoviridae,Caudovirales,Vibrio alginolyticus Z1210,,,41529,,,linear,Vibrio phage PVA1
NC_023604,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2155,,,44306,,unclassified Liefievirus,linear,Mycobacterium phage Jolie2
NC_023551,Viruses,Siphoviridae,Caudovirales,Enterococcus sp.,,,40692,,Enterococcus virus EF4,linear,Enterococcus phage IME-EF4
NC_023549,Viruses,Siphoviridae,Caudovirales,Clavibacter michiganensis CN18-4,,,56789,,Clavibacter virus CN1A,linear,Clavibacter phage CN1A
NC_023606,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2155,,,52963,,unclassified Fromanvirus,linear,Mycobacterium phage CRB1
NC_023599,Viruses,Siphoviridae,Caudovirales,Bacillus thuringiensis strain YM-03,,,38772,,,linear,Bacillus phage phiCM3
NC_023597,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2155,,,53124,,unclassified Fromanvirus,linear,Mycobacterium phage 20ES
NC_023593,Viruses,Podoviridae,Caudovirales,Escherichia coli KBP1711,,,76184,,Kuravirus,circular,Escherichia phage KBNP1711
NC_023591,Viruses,Siphoviridae,Caudovirales,Mycobacterium abscessus subsp. bolletii strain F1660,,,95705,,,circular,Mycobacterium phage Adler
NC_023590,Viruses,Siphoviridae,Caudovirales,Acinetobacter baumannii,,,43050,,,circular,Acinetobacter phage IME_AB3
NC_023589,Viruses,Podoviridae,Caudovirales,Shigella boydii ATCC 35966,,,71629,,Gamaleyavirus,circular,Shigella phage pSb-1
NC_023588,Viruses,Myoviridae,Caudovirales,Stenotrophomonas maltophilia,,,33525,,unclassified Peduovirus,circular,Stenotrophomonas phage Smp131
NC_023587,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH7803,,,189311,,,circular,Synechococcus phage ACG-2014h
NC_023584,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH7803,,,170438,,,circular,Synechococcus phage S-MbCM100
NC_023582,Viruses,Siphoviridae,Caudovirales,Staphylococcus epidermidis strain M129,,,92417,,Sextaecvirus,linear,Staphylococcus phage vB_SepS_SEP9
NC_023581,Viruses,Podoviridae,Caudovirales,Acinetobacter baumannii M2,,,77792,,,linear,Acinetobacter phage Presley
NC_023579,Viruses,Podoviridae,Caudovirales,Erwinia amylovora strain Ea17-1-1,,,75568,,Johnsonvirus,linear,Erwinia phage Ea9-2
NC_023578,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,69099,,unclassified Barnyardvirus,linear,Mycobacterium phage Oaker
NC_023574,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis subsp. cremoris DPC6860,,,128546,,,linear,Lactococcus phage phiL47
NC_023570,Viruses,Podoviridae,Caudovirales,Acinetobacter baumannii AU0783,,,40739,,unclassified Friunavirus,linear,Acinetobacter phage Petty
NC_023569,Viruses,Siphoviridae,Caudovirales,Vibrio parahaemolyticus,,,77837,,,linear,Vibrio phage SHOU24
NC_023566,Viruses,Siphoviridae,Caudovirales,Rhizobium gallicum SO14B-4(6),,,56024,,Rhizobium virus P106B,linear,Rhizobium phage vB_RglS_P106B
NC_023561,Viruses,Myoviridae,Caudovirales,Enterobacter cloacae clinial isolate EC7,,,173276,,Karamvirus,linear,Enterobacter phage PG7
NC_023557,Viruses,Myoviridae,Caudovirales,Erwinia amylovora strain Ea29-7,,,271084,,Agricanvirus,linear,Erwinia phage Ea35-70
NC_023556,Viruses,Podoviridae,Caudovirales,Achromobacter xylosoxidans DSM 11852,,,72329,,Jwalphavirus,linear,Achromobacter phage JWAlpha
NC_023555,Viruses,Siphoviridae,Caudovirales,Edwardsiella ictaluri,,,43017,,unclassified Eiauvirus,linear,Edwardsiella phage eiAU-183
NC_023610,Viruses,Myoviridae,Caudovirales,"Erwinia amylovora B0.1960 (NCAIM, Hungary)",,,218339,,Erwinia virus EaH1,linear,Erwinia phage PhiEaH1
NC_023608,Viruses,Siphoviridae,Caudovirales,Salmonella enterica subsp. enterica serovar Enteritidis,,,42093,,unclassified Jerseyvirus,linear,Salmonella phage vB_SenS-Ent2
NC_023601,Viruses,Myoviridae,Caudovirales,Pseudomonas syringae pv. actinidiae ICMP 18800,,,97906,,Pseudomonas virus Psa374,linear,Pseudomonas phage phiPsa374
NC_023583,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,45696,,Bruynoghevirus,linear,Pseudomonas phage TL
NC_023576,Viruses,Podoviridae,Caudovirales,Citrobacter rodentium,,,39207,,Teseptimavirus,linear,Citrobacter phage CR44b
NC_023575,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,45550,,,linear,Pseudomonas phage vB_PaeP_Tr60_Ab31
NC_023568,Viruses,Myoviridae,Caudovirales,Vibrio harveyi,,,246964,,unclassified Schizotequatrovirus,linear,Vibrio phage VH7D
NC_023548,Viruses,Podoviridae,Caudovirales,Citrobacter rodentium,,,39651,,Teseptimavirus,linear,Citrobacter phage CR8
NC_023502,Viruses,Siphoviridae,Caudovirales,Rhizobium leguminosarum biovar viciae 3841,,,109558,,,linear,Rhizobium phage vB_RleS_L338C
NC_023500,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43301,,unclassified Phietavirus,linear,Staphylococcus phage StauST398-5
NC_023499,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42906,,unclassified Biseptimavirus,linear,Staphylococcus phage StauST398-4
NC_022764,Viruses,Podoviridae,Caudovirales,Bacillus megaterium Km,,,39874,,Pagevirus,linear,Bacillus phage Page
NC_022762,Viruses,Siphoviridae,Caudovirales,Lactobacillus delbrueckii ATCC 11842,,,33996,,Cequinquevirus,linear,Lactobacillus phage phiLdb
NC_022773,Viruses,Siphoviridae,Caudovirales,Bacillus pumilus BL-8,,,50354,,Andromedavirus,linear,Bacillus virus Blastoid
NC_022772,Viruses,Myoviridae,Caudovirales,Salmonella enteritidis,,,156338,,Viunavirus,linear,Salmonella phage Marshall
NC_022770,Viruses,Podoviridae,Caudovirales,Bacillus megaterium Km,,,39844,,Pagevirus,linear,Bacillus phage Pony
NC_022767,Viruses,Siphoviridae,Caudovirales,Bacillus megaterium Km,,,81656,,Slashvirus,linear,Bacillus phage Staley
NC_022766,Viruses,Siphoviridae,Caudovirales,Bacillus pumilus BL-8,,,49246,,Andromedavirus,linear,Bacillus virus Glittering
NC_022765,Viruses,Siphoviridae,Caudovirales,Bacillus pumilus BL-8,,,49836,,Andromedavirus,linear,Bacillus virus Riggi
NC_012223,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,44899,,Dhillonvirus,circular,Escherichia virus SSL2009a
NC_023007,Viruses,Siphoviridae,Caudovirales,Bacillus anthracis,,,168876,,,circular,Bacillus phage vB_BanS-Tsamsa
NC_022989,Viruses,Siphoviridae,Caudovirales,Lactobacillus delbrueckii subsp. lactis strain LL78,,,31080,,Cequinquevirus,circular,Lactobacillus virus LLKu
NC_015294,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAK,,,93198,,Pakpunavirus,linear,Pseudomonas phage PAK_P1
NC_022987,Viruses,Podoviridae,Caudovirales,Xylella fastidiosa,,,43940,,Pradovirus,linear,Xylella phage Prado
NC_022986,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAK,,,93147,,Pakpunavirus,linear,Pseudomonas phage PAK_P4
NC_022982,Viruses,Podoviridae,Caudovirales,Xylella fastidiosa,,,43869,,unclassified Autographivirinae,linear,Xylella phage Paz
NC_022974,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa CHA,,,88255,,Nankokuvirus,linear,Pseudomonas phage CHA_P1
NC_022971,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,45344,,Bruynoghevirus,linear,Pseudomonas phage phiIBB-PAA2
NC_022970,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAK,,,88097,,Nankokuvirus,linear,Pseudomonas phage PAK_P3
NC_022968,Viruses,Myoviridae,Caudovirales,Escherichia coli K-12 subsr. MG1655,,,148567,,Seunavirus,linear,Escherichia phage 4MG
NC_022967,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAK,,,92495,,Pseudomonas virus PAKP2,linear,Pseudomonas phage PAK_P2
NC_022966,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa PAK,,,88135,,Nankokuvirus,linear,Pseudomonas phage PAK_P5
NC_022917,Viruses,Podoviridae,Caudovirales,Ralstonia solanacearum,,,44578,,unclassified Autographivirinae,linear,Ralstonia phage RSB3
NC_022916,Viruses,Podoviridae,Caudovirales,Burkholderia cenocepacia K56-2,,,41604,,unclassified Autographivirinae,linear,Burkholderia phage JG068
NC_022915,Viruses,Podoviridae,Caudovirales,Ralstonia solanacearum,,,40471,,,linear,Ralstonia phage RSK1
NC_022914,Viruses,Siphoviridae,Caudovirales,Staphylococcus saprophyticus,,,43394,,unclassified Biseptimavirus,linear,Staphylococcus phage phiRS7
NC_022791,Viruses,Siphoviridae,Caudovirales,Streptococcus pneumoniae BHN167,,,37375,,,circular,Streptococcus phage phiBHN167
NC_022776,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus SK778,TP-778L,,41757,,unclassified Brussowvirus,linear,Streptococcus phage TP-778L
NC_022758,Viruses,Siphoviridae,Caudovirales,methicillin-resistant Staphylococcus aureus YMC/09/04/R1988,,,44459,,unclassified Triavirus,linear,Staphylococcus phage YMC/09/04/R1988
NC_022757,Viruses,Siphoviridae,Caudovirales,Lactobacillus paracasei 27139,,,38880,,,linear,Lactobacillus phage PL-1
NC_022756,Viruses,Siphoviridae,Caudovirales,Lactobacillus paracasei 27092,,,40931,,,linear,Lactobacillus phage J-1
NC_022754,Viruses,Siphoviridae,Caudovirales,Salmonella enteritidis,,,42749,,Jerseyvirus,linear,Salmonella phage SETP7
NC_022753,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis mc2 155,,,52282,,unclassified Fromanvirus,circular,Mycobacterium phage Fredward
NC_022752,Viruses,Siphoviridae,Caudovirales,Salmonella enteritidis,,,42665,,Jerseyvirus,linear,Salmonella phage SETP13
NC_022751,Viruses,Podoviridae,Caudovirales,Phormidium foveolarum,,,42480,,,linear,Cyanophage PP
NC_022750,Viruses,Myoviridae,Caudovirales,Escherichia coli O157:H7,,,33628,,Escherichia virus fiAA91ss,linear,Enterobacteria phage fiAA91-ss
NC_022749,Viruses,Myoviridae,Caudovirales,Shigella flexneri serotype 4av,,,39758,,,linear,Shigella phage SfIV
NC_022747,Viruses,Myoviridae,Caudovirales,Vibrio cholerae O1 El Tor Inaba,,,34145,,unclassified Hpunavirus,linear,Vibrio phage VPUSM 8
NC_022746,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,42957,,unclassified Phikmvvirus,linear,Pseudomonas phage MPK6
NC_022744,Viruses,Podoviridae,Caudovirales,Erwinia sp. 60,,,39860,,Teseptimavirus,linear,Erwinia phage FE44
NC_022342,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29140,,Pahexavirus,linear,Propionibacterium phage PHL111M01
NC_022341,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29200,,Pahexavirus,linear,Propionibacterium phage PHL113M01
NC_022340,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29464,,Pahexavirus,linear,Propionibacterium phage PHL114L00
NC_022338,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29514,,Pahexavirus,linear,Propionibacterium phage PHL060L00
NC_022337,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29467,,Pahexavirus,linear,Propionibacterium phage PHL071N05
NC_022336,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29511,,unclassified Pahexavirus,linear,Propionibacterium phage PHL010M04
NC_022335,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,,,29377,,unclassified Pahexavirus,linear,Propionibacterium phage PHL067M10
